식품명,대표식품명,식품중분류명,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),나트륨(mg),비타민 A(μg RAE),비타민 D(μg),비타민 C(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g)
피자_핫치킨페스츄리 피자,피자,해당없음,297,,13.33,,,5.33,,,,408.0,,,,,9.87,
피자_핫치킨 피자,피자,해당없음,244,,15.53,,,8.83,,,,471.0,,,,,3.36,
피자_핫치킨 피자 (L),피자,해당없음,250,,13.74,,,4.65,,,,431.0,,,,,4.51,
피자_핫칠리서오릉갈비 피자 (L),피자,해당없음,236,,10.6,,,5.47,,,,622.0,,,,,4.79,
피자_핫칠리서오릉갈비 피자 (R),피자,해당없음,239,,11.1,,,5.21,,,,606.0,,,,,5.26,
피자_핫칠리킹쉬림프 피자 (L),피자,해당없음,211,,9.77,,,3.71,,,,475.0,,,,,4.0,
피자_핫칠리킹쉬림프 피자 (R),피자,해당없음,210,,9.92,,,3.78,,,,481.0,,,,,4.24,
피자_햄벅한새우 피자 골드 (M),피자,해당없음,215,,11.04,,,4.23,,,,451.0,,,,,4.38,
피자_햄벅한새우 피자 노엣지 (M),피자,해당없음,210,,11.13,,,3.62,,,,461.0,,,,,3.64,
피자_햄벅한새우 피자 에그타르트 (M),피자,해당없음,221,,10.32,,,5.71,,,,413.0,,,,,4.55,
피자_햄벅한새우 피자 치즈캡 (M),피자,해당없음,216,,12.4,,,3.24,,,,483.0,,,,,4.39,
피자_햄벅한새우 피자 크림치즈 (M),피자,해당없음,217,,10.23,,,4.65,,,,426.0,,,,,4.69,
피자_허니고르곤 피자 (L),피자,해당없음,239,,13.33,,,2.22,,,,356.0,,,,,0.22,
피자_허니리코타 시카고 피자,피자,해당없음,276,,11.99,,,7.95,,,,427.0,,,,,7.21,
피자_허니멜로 스윗포테이토 피자,피자,해당없음,316,,11.64,,32.88,8.9,,,,452.0,,,,0.14,4.79,
피자_허리케인골드 피자 (XL),피자,해당없음,224,,10.66,,,2.71,,,,400.0,,,,,3.91,
피자_허리케인포테이토 피자 (L),피자,해당없음,328,,13.82,,33.14,2.65,,,,520.0,,,,14.8,6.96,0.29
피자_허리케인포테이토 피자 (R),피자,해당없음,308,,12.03,,34.2,2.61,,,,498.0,,,,14.06,5.94,0.29
피자_홍대 피자 씬바샤삭 (L),피자,해당없음,290,,12.7,,,4.23,,,,411.0,,,,,6.35,
피자_홍대 피자 씬바샤삭 (R),피자,해당없음,297,,14.75,,,3.28,,,,419.0,,,,,5.74,
피자_홍페퍼치노 피자 (L),피자,해당없음,231,,11.23,,,3.84,,,,503.0,,,,,4.69,
피자_홍페퍼치노 피자 (R),피자,해당없음,231,,11.66,,,3.79,,,,516.0,,,,,5.1,
피자_화이트갈릭 피자,피자,해당없음,242,,11.86,,,2.71,,,,383.0,,,,,3.73,
피자_흥부박포테이토 피자 골드스윗 (L),피자,해당없음,278,,10.81,,,7.43,,,,362.0,,,,,5.41,
피자_흥부박포테이토 피자 골드스윗 (R),피자,해당없음,278,,10.31,,,7.73,,,,360.0,,,,,5.67,
피자_흥부박포테이토 피자 리코타링 (L),피자,해당없음,281,,11.03,,,7.35,,,,394.0,,,,,5.15,
피자_흥부박포테이토 피자 리코타링 (R),피자,해당없음,280,,10.67,,,7.87,,,,399.0,,,,,5.62,
피자_흥부박포테이토 피자 석쇠 (L),피자,해당없음,276,,10.48,,,7.26,,,,364.0,,,,,4.03,
피자_흥부박포테이토 피자 석쇠 (R),피자,해당없음,275,,10.13,,,7.59,,,,364.0,,,,,4.43,
피자_흥부박포테이토 피자 씬바샤삭 (L),피자,해당없음,303,,10.89,,,7.92,,,,339.0,,,,,5.94,
피자_흥부박포테이토 피자 씬바샤삭 (R),피자,해당없음,291,,9.4,,,6.71,,,,346.0,,,,,6.04,
피자_흥부박포테이토 피자 치즈링 (L),피자,해당없음,272,,11.51,,,6.47,,,,416.0,,,,,4.32,
피자_흥부박포테이토 피자 치즈링 (R),피자,해당없음,270,,11.48,,,6.56,,,,430.0,,,,,4.92,
떡볶이_국물맵떡,떡볶이,해당없음,139,,4.09,,,5.69,,,,614.0,,,,,0.21,
떡볶이_까르보떡볶이,떡볶이,해당없음,180,,4.3,,,1.79,,,,288.0,,,,,4.93,
떡볶이_로제닭볶이,떡볶이,해당없음,176,,7.57,,,2.64,,,,447.0,,,,,5.26,
떡볶이_로제떡볶이,떡볶이,해당없음,187,,5.03,,,2.73,,,,436.0,,,,,6.33,
떡볶이_로제비엔나 떡볶이,떡볶이,해당없음,175,,4.6,,31.4,1.9,,,,534.0,,,,,1.8,
떡볶이_마늘 떡볶이,떡볶이,해당없음,147,,3.7,,31.3,5.6,,,,519.0,,,,,0.1,
떡볶이_호로록떡볶이,떡볶이,해당없음,114,,4.13,,,2.25,,,,485.0,,,,,0.29,
새우튀김_새우스틱 (2개),새우튀김,해당없음,271,,8.3,,,0.97,,,,708.0,,,,,2.8,
새우튀김_타르타르 새우튀김 (5개),새우튀김,해당없음,295,,6.1,,,1.18,,,,756.0,,,,,3.55,
오징어튀김_오감볼,오징어튀김,해당없음,166,,9.84,,,3.71,,,,416.0,,,,,5.88,
오징어튀김_오징어튀김 (3개),오징어튀김,해당없음,238,,13.21,,,0.82,,,,431.0,,,,,1.68,
오징어튀김_통오징어튀김,오징어튀김,해당없음,160,,12.0,,,1.4,,,,576.0,,,,,0.2,
식혜_단호박 식혜,식혜,해당없음,48,,0.16,0.05,11.69,11.17,,,,,,,,,0.02,
식혜_식혜 아이스(ICED),식혜,해당없음,47,,0.16,,,10.26,,,,1.0,,,,,0.02,
식혜_얼음동동 식혜,식혜,해당없음,44,,0.11,0.04,10.82,10.58,,,,2.0,,,,0.0,0.03,
김밥_샐러드,김밥,샐러드,162,64.9,3.85,5.41,24.58,1.37,1.3,26.0,0.0,364.0,46.0,,0.0,33.83,1.12,0.02
김밥_소고기,김밥,소고기,160,63.3,6.39,3.85,25.01,0.33,1.8,28.0,0.01,424.0,41.0,,0.17,37.23,1.01,0.04
김밥_참치,김밥,참치,170,63.6,6.44,5.89,22.73,1.46,0.8,30.0,0.65,353.0,,0.0,0.51,33.89,1.07,0.05
누룽지_뜨거운물첨가,누룽지,뜨거운물첨가,69,83.4,1.32,0.1,15.06,1.15,0.5,4.0,0.08,13.0,0.0,0.0,0.0,0.0,0.04,0.0
비빔밥_간편조리세트_꼬막비빔밥,비빔밥,해당없음,103,75.7,7.33,3.29,11.01,5.31,2.6,31.0,0.81,469.0,,0.0,2.07,29.47,0.63,0.05
비빔밥,비빔밥,해당없음,142,68.1,4.47,3.81,22.5,3.04,1.4,53.0,0.62,317.0,,0.0,0.23,43.96,0.82,0.03
비빔밥_멍게,비빔밥,멍게,137,68.8,4.15,3.28,22.68,4.18,1.9,36.0,0.0,286.0,21.0,,0.0,5.48,0.6,0.03
비빔밥_약초,비빔밥,약초,128,72.0,2.98,3.98,20.05,0.73,2.7,61.0,0.0,243.0,55.0,,0.3,0.0,0.6,0.03
알밥_간편조리세트_갑오징어알뚝밥,알밥,해당없음,124,72.0,9.82,4.88,10.21,2.63,1.0,20.0,0.23,1032.0,,0.0,1.93,143.7,0.86,0.04
주먹밥_멸치,주먹밥,멸치,208,52.1,6.0,4.4,36.2,0.6,2.3,73.0,0.0,331.0,16.0,,0.0,28.3,0.73,0.0
경단_깨,경단,깨,319,19.9,4.44,0.54,74.22,26.64,5.4,62.0,0.0,180.0,0.0,,0.0,0.0,0.46,0.0
경단_찹쌀_카스텔라,경단,찹쌀,237,42.3,4.1,1.8,51.1,,,14.0,0.8,185.0,3.0,,0.0,,0.0,0.0
경단_콩,경단,콩,314,21.2,3.51,0.46,74.03,20.55,2.4,10.0,0.0,226.0,0.0,,0.0,0.0,0.19,0.0
송편_검정콩,송편,검정콩,200,49.8,6.9,0.8,41.2,,,20.0,1.0,463.0,0.0,,0.0,,0.0,0.0
송편_깨,송편,깨,224,46.4,4.92,2.74,44.96,1.15,4.8,71.0,0.0,232.0,14.0,,0.0,0.0,0.48,0.0
송편_콩,송편,콩,194,51.4,5.24,0.75,41.66,1.26,4.8,17.0,0.0,234.0,1.0,,0.0,0.0,0.24,0.0
송편_팥,송편,팥,200,49.5,5.4,0.4,43.6,,,5.0,0.5,466.0,0.0,,,,0.0,0.0
약식,약식,해당없음,220,47.0,4.44,2.32,45.43,10.21,1.5,14.0,0.35,233.0,1.0,0.0,0.0,0.0,0.37,0.01
피자_불고기피자,피자,불고기피자,253,45.3,13.7,8.35,30.6,4.6,2.5,240.0,0.0,458.0,48.0,,1.28,22.85,4.65,0.2
피자_치즈피자,피자,치즈피자,277,38.5,15.7,7.9,35.6,3.4,3.2,339.0,0.0,475.0,67.0,,0.19,24.02,5.75,0.2
피자_페퍼로니피자,피자,페퍼로니피자,266,40.6,14.7,7.4,35.15,3.75,2.8,269.0,0.0,473.0,65.0,,1.6,20.87,5.45,0.2
피자_포테이토피자,피자,포테이토피자,251,48.0,11.2,10.2,28.64,3.4,2.7,216.0,0.0,400.0,44.0,,0.83,19.58,4.12,0.12
약과,약과,해당없음,399,5.9,4.2,4.75,84.89,16.89,5.3,12.0,0.0,57.0,0.0,,0.0,0.0,1.22,0.04
라면_간편조리세트_똠양꿍요괴라면,라면,해당없음,88,80.1,2.41,2.77,13.49,0.0,0.8,30.0,0.33,491.0,,0.0,0.57,5.35,1.35,0.01
라면_국물,라면,국물,19,95.4,0.44,0.96,2.08,0.0,0.8,5.0,0.08,380.0,10.0,0.0,0.0,0.0,0.45,0.01
라면_김치,라면,김치,85,80.8,2.12,2.6,13.26,0.18,1.3,45.0,0.0,389.0,11.0,,0.0,7.02,1.05,0.02
라면_떡,라면,떡,102,76.8,2.1,2.47,17.72,0.06,1.1,49.0,0.34,301.0,,0.0,0.22,6.08,0.81,0.01
라면_라면만,라면,라면만,84,80.6,1.76,2.18,14.44,0.11,0.8,48.0,0.27,306.0,,0.0,0.15,2.32,0.78,0.01
라면_면,라면,면,174,60.9,3.89,4.37,29.79,0.0,3.8,97.0,0.21,278.0,1.0,0.0,0.0,0.0,2.01,0.04
라면_비빔라면,라면,비빔라면,189,58.8,3.38,5.67,31.01,1.81,2.3,8.0,0.33,375.0,17.0,0.0,0.0,0.0,2.51,0.03
라면_용기면,라면,용기면,103,77.5,1.98,3.63,15.65,0.43,1.1,49.0,0.18,402.0,5.0,0.0,0.0,0.0,1.68,0.04
라면_용기면_국물,라면,용기면,28,93.4,0.61,1.44,3.21,0.0,0.7,8.0,0.11,423.0,13.0,0.0,0.72,0.0,0.66,0.01
라면_용기면_면,라면,용기면,192,56.9,3.5,4.95,33.42,0.0,3.6,123.0,0.44,316.0,3.0,0.0,0.0,0.0,2.31,0.04
라면_용기면_볶음라면,라면,용기면,202,54.8,4.52,5.39,33.9,3.28,2.3,16.0,0.54,435.0,36.0,0.0,0.0,0.0,2.26,0.03
라면_짜장라면,라면,짜장라면,177,59.9,3.66,4.28,31.0,0.63,1.7,76.0,0.4,306.0,1.0,0.0,0.0,0.0,1.69,0.03
라면_짬뽕라면,라면,짬뽕라면,92,80.1,2.84,3.51,12.27,0.21,1.1,78.0,0.0,333.0,17.0,,0.0,14.23,1.15,0.01
라면_치즈,라면,치즈,99,78.8,2.8,3.83,13.33,0.15,1.3,56.0,0.0,352.0,17.0,,0.0,17.28,1.57,0.03
만두_고기만두,만두,고기만두,208,54.8,9.38,6.58,27.79,0.49,5.8,65.0,3.1,261.0,10.0,0.0,0.0,7.35,2.41,0.03
만두_김치만두,만두,김치만두,187,59.5,8.13,6.59,23.82,0.67,6.2,74.0,2.47,423.0,10.0,0.0,0.0,7.68,2.37,0.02
수제비_간편조리세트_들깨버섯 수제비,수제비,해당없음,83,79.7,2.88,1.34,14.83,0.83,1.2,18.0,0.53,415.0,,0.0,0.88,0.0,0.19,0.02
수제비_간편조리세트_우삼겹 짬뽕 수제비,수제비,해당없음,110,76.9,3.62,4.58,13.51,1.94,1.1,90.0,0.56,397.0,,0.0,0.61,7.21,1.18,0.1
수제비_간편조리세트_해물 백짬뽕 수제비,수제비,해당없음,79,81.9,3.63,2.4,10.76,1.14,0.7,18.0,0.44,407.0,,0.0,2.98,18.51,0.26,0.01
짬뽕_간편조리세트_나가사키 짬뽕탕,짬뽕,해당없음,62,85.5,2.82,1.62,8.96,0.9,1.0,14.0,0.19,341.0,,0.0,1.55,12.79,0.36,0.01
짬뽕_간편조리세트_통오징어짬뽕탕,짬뽕,해당없음,56,88.0,4.15,2.77,3.62,1.16,0.8,25.0,0.58,396.0,,0.0,8.55,46.1,0.43,0.01
짬뽕_굴,짬뽕,굴,76,81.3,3.65,1.07,12.85,0.19,1.0,49.0,0.0,296.0,8.0,,0.22,18.15,0.16,0.0
짬뽕_백짬뽕,짬뽕,백짬뽕,63,85.3,3.66,1.54,8.54,0.21,0.7,15.0,0.34,280.0,,0.0,0.52,13.35,0.24,0.01
짬뽕_삼선,짬뽕,삼선,74,82.0,4.4,1.2,11.3,0.12,0.9,45.0,0.0,299.0,14.0,,1.03,34.72,0.21,0.0
짬뽕_차돌박이,짬뽕,차돌박이,88,81.0,4.58,3.42,9.82,0.69,1.4,15.0,0.6,342.0,,0.0,0.36,17.83,0.85,0.02
칼국수_간편조리세트_닭한마리와 칼국수,칼국수,해당없음,94,78.0,7.95,2.28,10.53,1.83,0.9,99.0,0.81,334.0,,0.0,0.45,25.69,0.57,0.04
칼국수_간편조리세트_세숫대야 바지락칼국수,칼국수,해당없음,74,84.1,2.28,2.87,9.72,0.85,0.1,26.0,0.48,300.0,,0.0,1.42,0.0,0.06,0.0
칼국수_간편조리세트_원주식장칼국수,칼국수,해당없음,78,80.3,2.71,0.66,15.27,1.9,0.6,17.0,0.37,296.0,,0.0,0.44,9.54,0.1,0.0
칼국수_간편조리세트_장칼국수,칼국수,해당없음,80,80.0,2.51,1.12,15.06,1.89,1.4,15.0,0.2,433.0,,0.0,0.09,0.0,0.08,0.0
칼국수_닭고기,칼국수,닭고기,74,82.6,4.69,1.42,10.52,0.59,1.1,9.0,0.0,236.0,3.0,,0.09,10.63,0.28,0.0
칼국수_들깨,칼국수,들깨,76,83.5,2.93,2.75,9.97,0.23,1.4,29.0,0.0,199.0,2.0,,0.67,0.56,0.25,0.0
칼국수_해물,칼국수,해물,70,82.3,2.53,0.51,13.77,0.42,5.0,14.0,0.0,262.0,2.0,,0.0,2.97,0.14,0.0
콩국수,콩국수,해당없음,100,79.3,4.61,3.83,11.69,0.76,1.2,25.0,0.42,97.0,,0.0,0.39,2.7,0.36,0.0
무국_소고기,무국,소고기,31,92.9,3.55,1.0,1.95,0.88,0.8,15.0,0.0,267.0,1.0,,0.0,9.61,0.33,0.03
미역국_굴,미역국,굴,17,95.5,1.43,0.64,1.37,0.0,0.8,26.0,0.84,298.0,,0.0,0.09,6.03,0.12,0.01
미역국_바지락,미역국,바지락,9,96.9,0.89,0.22,0.95,0.0,0.8,31.0,0.94,318.0,,0.0,0.18,2.53,0.04,0.0
미역국_북어,미역국,북어,19,95.0,2.46,0.56,1.04,0.0,0.8,31.0,0.35,295.0,,0.0,0.16,9.29,0.09,0.0
미역국_참치,미역국,참치,19,94.9,2.62,0.57,0.9,0.0,0.7,25.0,0.21,309.0,,0.0,0.14,4.6,0.07,0.0
미역국_홍합,미역국,홍합,26,93.4,3.03,0.72,1.78,0.0,1.5,35.0,0.0,314.0,11.0,,0.22,8.98,0.14,0.0
곱창전골_간편조리세트_대한곱창 곱창전골,곱창전골,해당없음,140,75.2,5.79,9.11,8.65,1.08,3.8,32.0,0.77,320.0,,0.0,0.26,38.93,4.28,0.08
곱창전골_간편조리세트_소곱창순대전골,곱창전골,해당없음,75,81.7,3.95,2.82,8.36,1.98,1.8,28.0,0.44,334.0,,0.0,1.25,37.73,0.66,0.05
곱창전골_소고기,곱창전골,소고기,88,82.5,6.93,4.55,4.87,0.38,2.2,25.0,0.0,297.0,44.0,,0.72,75.53,1.38,0.08
김치찌개,김치찌개,해당없음,61,87.9,3.77,3.75,2.98,0.76,2.1,38.0,0.0,491.0,24.0,,0.0,6.29,0.69,0.01
김치찌개_김치만,김치찌개,김치만,46,90.6,1.55,3.09,2.95,1.3,1.7,38.0,0.27,507.0,,0.0,0.22,0.18,0.32,0.03
김치찌개_햄,김치찌개,햄,63,86.9,3.7,3.47,4.23,1.2,2.8,34.0,0.0,528.0,17.0,,0.24,9.71,1.23,0.03
된장찌개_간편조리세트_고깃집 된장찌개,된장찌개,해당없음,110,79.0,7.71,6.33,5.44,1.73,1.2,52.0,1.24,381.0,,0.0,3.87,5.22,1.46,0.16
된장찌개_간편조리세트_구수한 버섯된장찌개,된장찌개,해당없음,26,92.9,1.79,0.4,3.88,2.16,1.4,8.0,0.36,295.0,,0.0,0.95,0.0,0.11,0.0
된장찌개_우렁_강된장,된장찌개,우렁,136,67.1,7.28,4.74,16.09,8.82,3.0,113.0,1.42,1547.0,,0.0,4.59,15.23,0.65,0.01
매운탕_광어,매운탕,광어,70,84.4,9.74,2.77,1.52,0.24,0.7,144.0,0.0,300.0,127.0,,0.0,62.51,0.51,0.01
매운탕_대구,매운탕,대구,60,85.0,9.56,1.2,2.81,0.18,1.5,73.0,0.0,331.0,27.0,,0.14,86.12,0.16,0.01
매운탕_메기,매운탕,메기,67,84.1,4.77,1.7,8.1,0.95,1.7,66.0,0.0,310.0,25.0,,0.52,22.89,0.48,0.03
매운탕_서더리,매운탕,서더리,30,93.2,4.02,1.27,0.63,0.0,0.5,23.0,0.11,189.0,,0.0,0.89,16.03,0.21,0.01
매운탕_아귀,매운탕,아귀,43,88.6,6.85,0.71,2.32,0.52,1.4,45.0,0.66,345.0,,0.0,0.25,42.62,0.08,0.0
매운탕_우럭,매운탕,우럭,68,85.1,8.69,2.84,1.87,0.18,1.3,130.0,0.0,296.0,141.0,,0.09,60.46,0.5,0.01
매운탕_조기,매운탕,조기,64,86.2,5.85,3.23,2.88,0.72,2.0,189.0,0.0,379.0,148.0,,0.1,45.7,0.8,0.02
매운탕_짱뚱어,매운탕,짱뚱어,31,92.8,1.92,1.42,2.77,0.4,1.4,55.0,0.0,342.0,39.0,,0.0,3.7,0.15,0.0
순두부찌개_간편조리세트_강릉식 짬뽕 순두부,순두부찌개,해당없음,42,90.3,3.78,1.74,2.78,1.04,1.1,20.0,0.57,375.0,,0.0,2.06,20.54,0.27,0.01
순두부찌개_간편조리세트_우삼겹 순두부찌개,순두부찌개,해당없음,43,90.8,3.54,2.09,2.44,1.2,1.0,19.0,0.41,296.0,,0.0,2.74,2.94,0.33,0.01
순두부찌개_간편조리세트_우삼겹 순두부찌개,순두부찌개,해당없음,47,90.0,3.75,2.16,3.08,2.51,0.7,22.0,0.56,264.0,,0.0,2.81,3.19,0.45,0.01
순두부찌개_간편조리세트_짬뽕순두부찌개,순두부찌개,해당없음,51,89.2,3.82,2.52,3.2,0.7,0.9,18.0,0.3,422.0,,0.0,2.74,13.16,0.44,0.01
순두부찌개_간편조리세트_해물짬뽕순두부,순두부찌개,해당없음,53,89.1,3.31,2.81,3.53,1.27,0.6,19.0,0.31,339.0,,0.0,2.35,18.72,0.44,0.01
추어탕,추어탕,해당없음,32,92.8,2.27,1.32,2.68,0.0,1.9,56.0,0.0,264.0,35.0,,0.0,9.03,0.19,0.0
갈비찜_고춧가루,갈비찜,고춧가루,172,63.5,20.43,6.57,7.9,3.57,2.8,21.0,0.0,380.0,53.0,,0.47,54.43,2.67,0.17
갈비찜_소고기,갈비찜,소고기,198,62.8,19.94,10.78,5.26,1.73,0.4,19.0,0.0,301.0,10.0,,0.0,56.59,4.13,0.43
김치찜_간편조리세트_돼지고기 김치찜,김치찜,해당없음,97,78.5,10.14,3.67,5.75,2.84,1.1,24.0,0.49,412.0,,0.0,3.94,29.23,1.2,0.02
김치찜_간편조리세트_돼지고기 묵은지찜,김치찜,해당없음,52,88.2,4.9,2.26,2.99,0.71,1.3,18.0,0.43,488.0,,0.0,1.15,15.79,0.77,0.02
꼬막찜_참꼬막,꼬막찜,참꼬막,113,73.8,15.59,3.13,5.74,0.0,2.2,78.0,0.01,293.0,39.0,,0.0,81.29,0.47,0.02
순대,순대,해당없음,181,64.2,6.52,8.55,19.45,1.17,4.2,35.0,0.01,340.0,9.0,,0.0,6.41,2.43,0.04
족발,족발,해당없음,220,58.9,28.91,11.65,0.0,0.28,0.0,13.0,0.92,332.0,10.0,0.0,0.0,92.54,3.77,0.04
해물찜_간편조리세트_낙지한마리해물찜,해물찜,해당없음,88,80.3,6.63,3.53,7.52,6.3,1.9,39.0,1.3,491.0,,0.0,4.61,31.97,0.26,0.01
해물찜_간편조리세트_백합&바지락통찜,해물찜,해당없음,49,87.4,3.31,0.95,6.85,2.14,1.7,52.0,1.17,329.0,,0.0,0.26,11.15,0.19,0.0
해물찜,해물찜,해당없음,80,80.6,8.52,1.96,7.08,1.1,2.1,113.0,0.0,427.0,42.0,,0.0,83.83,0.3,0.0
갈비구이_돼지고기,갈비구이,돼지고기,294,51.4,19.58,21.39,5.78,5.7,0.0,46.0,0.86,389.0,,0.0,0.75,59.95,7.61,0.09
갈비구이_소고기,갈비구이,소고기,309,48.4,20.94,21.81,7.13,6.69,0.0,44.0,2.07,447.0,,0.0,0.87,65.47,8.18,0.22
갈비구이_소고기_양념,갈비구이,소고기,330,45.7,20.03,23.87,8.73,4.63,2.5,28.0,0.0,459.0,8.0,,0.09,62.21,9.07,1.17
갈비구이_왕갈비_양념,갈비구이,왕갈비,321,47.9,18.07,23.53,9.13,4.53,0.9,21.0,0.0,366.0,6.0,,0.0,39.01,8.67,1.47
갈치구이_기름,갈치구이,기름,209,62.0,22.12,13.04,0.83,0.0,0.0,27.0,0.61,395.0,,3.05,0.0,79.12,3.55,0.13
더덕구이,더덕구이,해당없음,184,58.1,3.1,5.2,31.1,11.6,6.8,46.0,0.0,743.0,40.0,,1.34,0.12,0.8,0.0
장어구이_붕장어_소금,장어구이,붕장어,297,44.3,26.0,16.2,11.6,0.4,1.0,164.0,0.0,125.0,439.0,,0.0,167.07,3.6,0.2
장어구이_양념,장어구이,양념,289,51.1,20.51,20.37,5.87,2.79,0.9,144.0,0.01,470.0,973.0,,0.12,143.49,4.74,0.18
황태구이,황태구이,해당없음,219,52.3,23.9,7.7,13.45,7.1,1.5,140.0,0.0,568.0,39.0,,0.0,105.79,1.2,0.05
훈제오리,훈제오리,해당없음,319,50.6,17.22,25.63,4.83,0.11,0.5,15.0,0.0,488.0,32.0,,19.08,68.4,6.39,0.16
훈제오리,훈제오리,해당없음,259,51.0,26.85,15.16,3.86,0.41,0.0,10.0,3.04,888.0,13.0,2.02,21.72,138.04,4.69,0.12
생선전_가자미,생선전,가자미,154,68.4,17.17,7.38,4.61,0.2,0.9,231.0,0.0,546.0,35.0,,0.0,117.51,1.5,0.04
생선전_동태,생선전,동태,179,66.1,15.09,10.03,7.02,0.15,2.3,32.0,0.0,468.0,26.0,,0.0,119.17,2.11,0.06
파전,파전,해당없음,195,61.9,4.56,9.35,23.2,0.52,4.1,31.0,0.0,231.0,36.0,,0.63,30.76,1.51,0.05
호박전,호박전,해당없음,139,75.2,4.32,8.73,10.73,1.9,4.6,32.0,0.0,185.0,7.0,,0.0,61.68,1.56,0.04
두부김치,두부김치,해당없음,115,77.9,7.79,6.85,5.63,0.59,4.2,99.0,0.0,396.0,31.0,,1.14,5.57,1.27,0.03
떡볶이_간편조리세트_달콤짭짤 궁중식 떡볶이,떡볶이,해당없음,167,63.9,5.27,5.54,24.0,4.75,1.0,15.0,0.61,366.0,,0.0,0.0,8.17,1.25,0.04
떡볶이_간편조리세트_떡볶이 보통맛,떡볶이,해당없음,161,64.0,3.9,4.36,26.45,7.0,1.5,17.0,0.21,404.0,,0.0,0.16,1.57,0.98,0.01
떡볶이_간편조리세트_소불고기궁중떡볶이,떡볶이,해당없음,118,71.3,5.46,1.7,20.2,5.63,1.1,7.0,0.64,310.0,,0.0,0.4,8.12,0.59,0.09
떡볶이_간편조리세트_호로록 로제 떡볶이,떡볶이,해당없음,184,58.5,4.37,5.1,30.25,4.12,2.4,124.0,0.56,498.0,,0.0,0.14,60.13,3.13,0.02
떡볶이_치즈,떡볶이,치즈,164,61.0,5.54,2.69,29.31,5.76,0.8,90.0,0.55,397.0,,0.0,0.17,20.66,1.26,0.03
멸치볶음_풋고추,멸치볶음,풋고추,262,42.1,23.25,11.2,17.03,7.15,2.2,561.0,0.04,1378.0,37.0,,0.0,183.02,1.97,0.12
미역줄기볶음,미역줄기볶음,해당없음,89,85.2,1.03,7.84,3.65,1.12,3.8,61.0,0.33,857.0,,0.0,0.26,0.0,1.03,0.07
오징어채볶음,오징어채볶음,해당없음,275,37.4,22.04,7.57,29.77,20.03,1.6,23.0,0.57,975.0,,0.0,0.2,183.61,1.17,0.05
잡채_간편조리세트_소고기 버섯 잡채,잡채,해당없음,105,74.7,2.18,1.8,19.97,6.44,1.0,20.0,0.75,346.0,,0.0,0.49,4.73,0.21,0.01
잡채_간편조리세트_소고기 버섯 잡채,잡채,해당없음,153,68.2,2.74,5.9,22.13,2.0,1.5,100.0,1.32,244.0,,0.0,0.0,8.63,1.13,0.14
잡채_고추,잡채,고추,128,74.1,5.5,6.01,13.09,1.05,2.3,16.0,0.01,414.0,14.0,,4.44,19.63,1.05,0.04
주꾸미볶음,주꾸미볶음,해당없음,106,75.1,9.16,2.6,11.41,2.53,2.3,25.0,0.0,459.0,50.0,,6.52,100.38,0.3,0.01
고등어조림,고등어조림,해당없음,108,78.7,8.36,6.07,4.9,3.73,1.1,61.0,0.71,411.0,,1.62,0.0,27.27,1.23,0.1
닭볶음탕_간편조리세트_곱도리탕,닭볶음탕,해당없음,107,76.9,6.66,4.21,10.62,4.29,1.4,11.0,0.57,359.0,,0.0,2.34,45.41,1.08,0.06
연근조림,연근조림,해당없음,261,34.3,2.1,1.3,60.2,,4.3,23.0,5.4,668.0,1.0,,0.0,,0.0,0.0
장조림_돼지고기_메추리알,장조림,돼지고기,127,69.4,16.67,3.7,6.74,2.55,1.1,18.0,0.0,1166.0,28.0,,0.06,95.28,0.88,0.01
장조림_소고기_메추리알,장조림,소고기,121,70.8,16.27,3.68,5.77,1.43,1.2,17.0,0.0,1204.0,26.0,,0.05,83.03,0.9,0.03
장조림_우엉,장조림,우엉,149,60.3,2.1,0.3,34.37,17.4,4.8,40.0,0.91,1092.0,0.0,0.0,0.11,0.0,0.05,0.0
고추튀김,고추튀김,해당없음,202,64.1,7.6,12.6,14.6,2.3,2.2,43.0,0.0,249.0,27.0,,3.28,35.91,2.7,0.1
물회,물회,해당없음,76,83.4,4.91,2.7,7.9,2.86,2.2,30.0,0.0,299.0,15.0,,0.43,17.18,0.4,0.01
물회_생선,물회,생선,72,82.6,4.29,1.54,10.31,6.5,1.4,23.0,0.0,347.0,24.0,,2.01,12.74,0.25,0.0
홍어무침,홍어무침,해당없음,99,74.8,8.93,1.32,12.98,7.23,3.4,150.0,0.0,401.0,67.0,,2.15,28.51,0.18,0.0
회무침_서대,회무침,서대,105,74.0,7.53,1.53,15.3,7.43,2.8,61.0,0.0,400.0,58.0,,0.17,22.57,0.17,0.0
갓김치,갓김치,해당없음,37,86.4,3.26,0.4,7.07,2.46,3.0,103.0,0.83,720.0,101.0,0.0,1.65,0.0,0.08,0.01
깍두기,깍두기,해당없음,40,88.1,1.36,0.21,8.27,3.22,,32.0,0.29,523.0,11.0,0.0,2.91,0.0,0.03,0.0
배추김치,배추김치,해당없음,38,88.9,1.98,0.43,6.49,2.4,2.5,43.0,0.43,551.0,35.0,0.0,3.59,0.0,0.07,0.0
